,uniqueId_nounit,id,firstdate,time,groupRef_influx,equipRef_fix,equipRef_influx,navName_influx,siteRef,typeRef,unit_sspark,unit_influx,kind
1510,Pharmacy LEF-3 EF-3A Pharmacy Air Systems EF3_F1_ISOD_ES Pharmacy EF3_F1_ISOD_ES,@p:ubcv:r:236c8ab7-4b265619 Pharmacy LEF-3 EF-3A EF3_F1_ISOD_ES,2020-01-16,2020-01-16 19:18:28,Pharmacy Air Systems,Pharmacy LEF-3 EF-3A,LEF-3 EF-3A,EF3_F1_ISOD_ES,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF3_F1_ISOD_ES,,omit,Bool
1511,Pharmacy Rm B206b EAV-BS024 Pharmacy Floor 0 Exhaust Air Flow Alarm Pharmacy BS024_EXH_FLOW_AL_BV,@p:ubcv:r:236c8a4c-67341458 Pharmacy Rm B206b EAV-BS024 BS024_EXH_FLOW_AL_BV,2018-12-20,2018-12-20 22:30:58,Pharmacy Floor 0,Pharmacy Rm B206b EAV-BS024,Pharmacy Rm B206b EAV-BS024,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS024_EXH_FLOW_AL_BV,,%,Bool
1512,Pharmacy Cooling Plant CH-1 Pharmacy Hydronic Systems Chiller Run Cmd Pharmacy CHLR_CH1_STATUS,@p:ubcv:r:2114f157-ebc8d761 Pharmacy Cooling Plant CH-1 CHLR_CH1_STATUS,2020-04-08,2020-04-08 17:32:22,Pharmacy Hydronic Systems,Pharmacy Cooling Plant CH-1,Cooling Plant CH-1,Chiller Run Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHLR_CH1_STATUS,,°C,Bool
1513,Pharmacy EF-37 Pharmacy Air Systems Exhaust Fan Run Cmd Pharmacy EF_37_C,@p:ubcv:r:236c8a57-619ffe18 Pharmacy EF-37 EF_37_C,2019-03-11,2019-03-11 17:26:46,Pharmacy Air Systems,Pharmacy EF-37,EF-37,Exhaust Fan Run Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_37_C,,_,Bool
1514,Pharmacy Rm 6320 VAV-6S075 Pharmacy Floor 6 Discharge Air Damper Close Cmd Pharmacy VAV_6S075_Dmp_Close,@p:ubcv:r:2391caa2-813fd5ee Pharmacy Rm 6320 VAV-6S075 VAV_6S075_Dmp_Close,2020-01-07,2020-01-07 16:01:40,Pharmacy Floor 6,Pharmacy Rm 6320 VAV-6S075,Rm 6320 VAV-6S075,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_6S075_Dmp_Close,,omit,Bool
1515,Pharmacy CRAH System CRAH-1 Pharmacy Hydronic Systems Alarm Pharmacy CRAH1_HI_RT_AL_BV,@p:ubcv:r:236c8feb-9a6947c0 Pharmacy CRAH System CRAH-1 CRAH1_HI_RT_AL_BV,2019-07-10,2019-07-10 11:11:24,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-1,CRAH System CRAH-1,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH1_HI_RT_AL_BV,,kPa,Bool
1516,Pharmacy Rm 3335 VAV-3S035 Pharmacy Floor 3 Operation Mode Pharmacy VAV_3S035_OperationMode,@p:ubcv:r:2391c766-6ba8150a Pharmacy Rm 3335 VAV-3S035 VAV_3S035_OperationMode,2019-11-19,2019-11-19 14:00:02,Pharmacy Floor 3,Pharmacy Rm 3335 VAV-3S035,Pharmacy Rm 3335 VAV-3S035,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S035_OperationMode,,omit,Str
1517,Pharmacy Rm 5310c VAV-5S043 Pharmacy Floor 5 Discharge Air Flow Alarm Pharmacy 5S043_5E013_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-e613facf Pharmacy Rm 5310c VAV-5S043 5S043_5E013_SUP_FLOW_ALARM_BV,2019-09-20,2019-09-20 07:28:29,Pharmacy Floor 5,Pharmacy Rm 5310c VAV-5S043,Rm 5310c VAV-5S043,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5S043_5E013_SUP_FLOW_ALARM_BV,,_,Bool
1518,Pharmacy Rm 2350 VAV-2S021 Pharmacy Floor 2 Operation Mode Pharmacy VAV_2S021_OperationMode,@p:ubcv:r:2391c2a9-2d13b414 Pharmacy Rm 2350 VAV-2S021 VAV_2S021_OperationMode,2020-01-07,2020-01-07 03:05:02,Pharmacy Floor 2,Pharmacy Rm 2350 VAV-2S021,Rm 2350 VAV-2S021,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S021_OperationMode,,omit,Str
1519,Pharmacy Heating Plant P-8B Pharmacy Hydronic Systems Alarm Pharmacy HTREJ_P8B_FAIL_AL_BV,@p:ubcv:r:236c8feb-59ca8fb9 Pharmacy Heating Plant P-8B HTREJ_P8B_FAIL_AL_BV,2020-01-08,2020-01-08 16:02:50,Pharmacy Hydronic Systems,Pharmacy Heating Plant P-8B,Heating Plant P-8B,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,HTREJ_P8B_FAIL_AL_BV,,_,Bool
1520,Pharmacy Rm 6102 EF-07 Pharmacy Floor 6 EF_07_ENAB(6102-FH) Pharmacy EF_07_ENAB(6102-FH),@p:ubcv:r:236c8ae6-e97ddbd6 Pharmacy Rm 6102 EF-07 EF_07_ENAB(6102-FH),2019-04-30,2019-04-30 19:46:34,Pharmacy Floor 6,Pharmacy Rm 6102 EF-07,Pharmacy Rm 6102 EF-07,EF_07_ENAB(6102-FH),@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_07_ENAB(6102-FH),,_,Bool
1521,Pharmacy Rm 5302 VAV-5S064 Pharmacy Floor 5 Flow Alarm Pharmacy 5S064_FLOW_ALARM_BV,@p:ubcv:r:236c8a03-6da11f01 Pharmacy Rm 5302 VAV-5S064 5S064_FLOW_ALARM_BV,2019-09-03,2019-09-03 20:25:16,Pharmacy Floor 5,Pharmacy Rm 5302 VAV-5S064,Rm 5302 VAV-5S064,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5S064_FLOW_ALARM_BV,,L/s,Bool
1522,Pharmacy Rm 2106 VAV-2S013 Pharmacy Floor 2 Discharge Air Damper Open Cmd Pharmacy VAV_2S013_Dmp_Open,@p:ubcv:r:2391bb72-3e413fa0 Pharmacy Rm 2106 VAV-2S013 VAV_2S013_Dmp_Open,2020-01-07,2020-01-07 15:31:25,Pharmacy Floor 2,Pharmacy Rm 2106 VAV-2S013,Rm 2106 VAV-2S013,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S013_Dmp_Open,,omit,Bool
1523,Pharmacy Cooling Plant CH-2 Pharmacy Hydronic Systems Enable Cmd Pharmacy CHLR2_ENAB,@p:ubcv:r:236c8a09-adeb34f0 Pharmacy Cooling Plant CH-2 CHLR2_ENAB,2019-11-29,2019-11-29 14:50:33,Pharmacy Hydronic Systems,Pharmacy Cooling Plant CH-2,Cooling Plant CH-2,Enable Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHLR2_ENAB,,_,Bool
1524,Pharmacy Rm B607 EAV-BS026 Pharmacy Floor 0 Exhaust Air Flow Alarm Pharmacy BS026_EXH_FLOW_AL_BV,@p:ubcv:r:236c89e6-61c2b3b0 Pharmacy Rm B607 EAV-BS026 BS026_EXH_FLOW_AL_BV,2019-03-20,2019-03-20 22:25:15,Pharmacy Floor 0,Pharmacy Rm B607 EAV-BS026,Rm B607 EAV-BS026,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS026_EXH_FLOW_AL_BV,,%RH,Bool
1525,Pharmacy Heating Plant SBLR-6 Pharmacy Hydronic Systems PHARM_SB6_PURGE Pharmacy PHARM_SB6_PURGE,@p:ubcv:r:236c89d4-31476cf1 Pharmacy Heating Plant SBLR-6 PHARM_SB6_PURGE,2019-10-28,2019-10-28 06:19:25,Pharmacy Hydronic Systems,Pharmacy Heating Plant SBLR-6,Heating Plant SBLR-6,PHARM_SB6_PURGE,@p:ubcv:r:20545206-9300bfc5 Pharmacy,PHARM_SB6_PURGE,,omit,Bool
1526,Pharmacy Rm 2333 VAV-2S015 Pharmacy Floor 2 Discharge Air Damper Open Cmd Pharmacy VAV_2S015_Dmp_Open,@p:ubcv:r:2391c480-4fc49764 Pharmacy Rm 2333 VAV-2S015 VAV_2S015_Dmp_Open,2020-01-07,2020-01-07 15:20:18,Pharmacy Floor 2,Pharmacy Rm 2333 VAV-2S015,Rm 2333 VAV-2S015,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S015_Dmp_Open,,omit,Bool
1527,Pharmacy Rm 4102 VAV-4S026 Pharmacy Floor 4 Discharge Air Flow Alarm Pharmacy 4S026_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-c8192943 Pharmacy Rm 4102 VAV-4S026 4S026_SUP_FLOW_ALARM_BV,2019-10-23,2019-10-23 20:00:05,Pharmacy Floor 4,Pharmacy Rm 4102 VAV-4S026,Rm 4102 VAV-4S026,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,4S026_SUP_FLOW_ALARM_BV,,_,Bool
1528,Pharmacy Rm 2304 VAV-2S038 Pharmacy Floor 2 Operation Mode Pharmacy VAV_2S038_OperationMode,@p:ubcv:r:2391c3e1-f3211faf Pharmacy Rm 2304 VAV-2S038 VAV_2S038_OperationMode,2019-11-19,2019-11-19 14:00:03,Pharmacy Floor 2,Pharmacy Rm 2304 VAV-2S038,Rm 2304 VAV-2S038,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S038_OperationMode,,omit,Str
1529,Pharmacy Rm Corr FC-404 Pharmacy Floor 4 Discharge Fan Run Cmd Pharmacy FCU_404_C,@p:ubcv:r:236c8e0e-a3c5f815 Pharmacy Rm Corr FC-404 FCU_404_C,2019-12-04,2019-12-04 23:56:24,Pharmacy Floor 4,Pharmacy Rm Corr FC-404,Rm Corr FC-404,Discharge Fan Run Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_404_C,,_,Bool
1530,Pharmacy Rm 4114 VAV-4S024 Pharmacy Floor 4 Discharge Air Damper Open Cmd Pharmacy VAV_4S024_Dmp_Open,@p:ubcv:r:236c8d5e-20574426 Pharmacy Rm 4114 VAV-4S024 VAV_4S024_Dmp_Open,2020-01-07,2020-01-07 21:20:36,Pharmacy Floor 4,Pharmacy Rm 4114 VAV-4S024,Rm 4114 VAV-4S024,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_4S024_Dmp_Open,,_,Bool
1531,Pharmacy Rm 6313a VAV-6S044 Pharmacy Floor 6 Exhaust Air Flow Alarm Pharmacy 6S044_6E055_EXH_FLOW_ALARM_BV,@p:ubcv:r:236c89f9-4f412509 Pharmacy Rm 6313a VAV-6S044 6S044_6E055_EXH_FLOW_ALARM_BV,2019-06-11,2019-06-11 19:43:45,Pharmacy Floor 6,Pharmacy Rm 6313a VAV-6S044,Rm 6313a VAV-6S044,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S044_6E055_EXH_FLOW_ALARM_BV,,_,Bool
1532,Pharmacy Rm B706a EAV-BS050 Pharmacy Floor 0 Discharge Air Flow Alarm Pharmacy BS050_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-d6598cb1 Pharmacy Rm B706a EAV-BS050 BS050_SUP_FLOW_ALARM_BV,2019-09-20,2019-09-20 07:31:49,Pharmacy Floor 0,Pharmacy Rm B706a EAV-BS050,Rm B706a EAV-BS050,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS050_SUP_FLOW_ALARM_BV,,_,Bool
1533,Pharmacy Rm B606b EAV-BS044 Pharmacy Floor 0 Alarm Pharmacy BS044_CAGE_EXH_AFLW_AL_BV,@p:ubcv:r:236c89e7-aa710eb5 Pharmacy Rm B606b EAV-BS044 BS044_CAGE_EXH_AFLW_AL_BV,2019-03-21,2019-03-21 13:59:11,Pharmacy Floor 0,Pharmacy Rm B606b EAV-BS044,Pharmacy Rm B606b EAV-BS044,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS044_CAGE_EXH_AFLW_AL_BV,,_,Bool
1534,Pharmacy FC-303A Pharmacy Floor 3 Discharge Fan Run Cmd Pharmacy FCU_303A_C,@p:ubcv:r:236c8e2d-ff9458b2 Pharmacy FC-303A FCU_303A_C,2019-12-04,2019-12-04 18:44:12,Pharmacy Floor 3,Pharmacy FC-303A,FC-303A,Discharge Fan Run Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_303A_C,,omit,Bool
1535,Pharmacy Rm 2342 VAV-2S032 Pharmacy Floor 2 Discharge Air Damper Close Cmd Pharmacy VAV_2S032_Dmp_Close,@p:ubcv:r:2391c1d2-01b71fc9 Pharmacy Rm 2342 VAV-2S032 VAV_2S032_Dmp_Close,2020-01-07,2020-01-07 19:49:48,Pharmacy Floor 2,Pharmacy Rm 2342 VAV-2S032,Rm 2342 VAV-2S032,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S032_Dmp_Close,,omit,Bool
1536,Pharmacy Rm 2302 VAV-2S018 Pharmacy Floor 2 Discharge Air Damper Open Cmd Pharmacy VAV_2S018_Dmp_Open,@p:ubcv:r:2391c3fa-b7d99ec0 Pharmacy Rm 2302 VAV-2S018 VAV_2S018_Dmp_Open,2020-01-07,2020-01-07 15:19:41,Pharmacy Floor 2,Pharmacy Rm 2302 VAV-2S018,Rm 2302 VAV-2S018,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S018_Dmp_Open,,omit,Bool
1537,Pharmacy Cooling Plant CH-2 Pharmacy Hydronic Systems CHLR2_SYS_FAULT_BV Pharmacy CHLR2_SYS_FAULT_BV,@p:ubcv:r:236c8a09-befdcbee Pharmacy Cooling Plant CH-2 CHLR2_SYS_FAULT_BV,2019-11-25,2019-11-25 05:50:39,Pharmacy Hydronic Systems,Pharmacy Cooling Plant CH-2,Cooling Plant CH-2,CHLR2_SYS_FAULT_BV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHLR2_SYS_FAULT_BV,,_,Bool
1538,Pharmacy LEF-2 EF-2C Pharmacy Air Systems Alarm Pharmacy EF2_F3_ISOD_FAIL_AL_BV,@p:ubcv:r:236c8a58-981a5944 Pharmacy LEF-2 EF-2C EF2_F3_ISOD_FAIL_AL_BV,2020-01-08,2020-01-08 16:02:33,Pharmacy Air Systems,Pharmacy LEF-2 EF-2C,LEF-2 EF-2C,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF2_F3_ISOD_FAIL_AL_BV,,_,Bool
1539,Pharmacy Rm 5206 EAV-5E038 Pharmacy Floor 5 Flow Alarm Pharmacy 5E038_FLOW_ALARM_BV,@p:ubcv:r:236c8a02-f2bf35a8 Pharmacy Rm 5206 EAV-5E038 5E038_FLOW_ALARM_BV,2020-01-15,2020-01-15 23:51:54,Pharmacy Floor 5,Pharmacy Rm 5206 EAV-5E038,Rm 5206 EAV-5E038,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5E038_FLOW_ALARM_BV,,_,Bool
1540,Pharmacy B405b EAV-BE080 Pharmacy Floor 0 Alarm Pharmacy BS010_CAGE_EXH_VLV_STA_FLO_AL_BV,@p:ubcv:r:236c8a40-4eb2a73f Pharmacy B405b EAV-BE080 BS010_CAGE_EXH_VLV_STA_FLO_AL_BV,2019-03-21,2019-03-21 14:11:28,Pharmacy Floor 0,Pharmacy B405b EAV-BE080,B405b EAV-BE080,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS010_CAGE_EXH_VLV_STA_FLO_AL_BV,,omit,Bool
1541,Pharmacy Heating Plant HX-3 P-HX3B Pharmacy Hydronic Systems Pump Enable Cmd Pharmacy HX3_PHX3B_ENAB,@p:ubcv:r:236c8fec-afea5672 Pharmacy Heating Plant HX-3 P-HX3B HX3_PHX3B_ENAB,2020-01-07,2020-01-07 17:30:00,Pharmacy Hydronic Systems,Pharmacy Heating Plant HX-3 P-HX3B,Heating Plant HX-3 P-HX3B,Pump Enable Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,HX3_PHX3B_ENAB,,_,Bool
1542,Pharmacy Rm 6102b VAV-6S003 Pharmacy Floor 6 Exhaust Air Flow Alarm Pharmacy 6S003_6E004_EXH_FLOW_ALARM_BV,@p:ubcv:r:236c89f9-e729414d Pharmacy Rm 6102b VAV-6S003 6S003_6E004_EXH_FLOW_ALARM_BV,2019-10-23,2019-10-23 19:56:45,Pharmacy Floor 6,Pharmacy Rm 6102b VAV-6S003,Rm 6102b VAV-6S003,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S003_6E004_EXH_FLOW_ALARM_BV,,_,Bool
1543,Pharmacy Rm 5302 EAV-5E056 Pharmacy Floor 5 Flow Alarm Pharmacy 5E056_FLOW_ALARM_BV,@p:ubcv:r:236c8a03-fb2894b9 Pharmacy Rm 5302 EAV-5E056 5E056_FLOW_ALARM_BV,2019-06-11,2019-06-11 19:28:16,Pharmacy Floor 5,Pharmacy Rm 5302 EAV-5E056,Rm 5302 EAV-5E056,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5E056_FLOW_ALARM_BV,,_,Bool
1544,Pharmacy B405c EAV-BE079 Pharmacy Floor 0 Alarm Pharmacy BS009_CAGE_EXH_AFLW_AL_BV,@p:ubcv:r:236c8a40-f7783b24 Pharmacy B405c EAV-BE079 BS009_CAGE_EXH_AFLW_AL_BV,2019-03-19,2019-03-19 15:45:32,Pharmacy Floor 0,Pharmacy B405c EAV-BE079,Pharmacy B405c EAV-BE079,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS009_CAGE_EXH_AFLW_AL_BV,,%RH,Bool
1545,Pharmacy Heating Plant P-4C Pharmacy Hydronic Systems Alarm Pharmacy HTREJ_P4C_FAIL_AL_BV,@p:ubcv:r:236c8feb-5391f12c Pharmacy Heating Plant P-4C HTREJ_P4C_FAIL_AL_BV,2018-12-20,2018-12-20 20:32:53,Pharmacy Hydronic Systems,Pharmacy Heating Plant P-4C,Heating Plant P-4C,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,HTREJ_P4C_FAIL_AL_BV,,kPa,Bool
1546,Pharmacy EAV-BE002 Pharmacy Floor 0 Flow Alarm Pharmacy BE002_FLOW_ALARM_BV,@p:ubcv:r:236c8a02-0611114b Pharmacy EAV-BE002 BE002_FLOW_ALARM_BV,2019-10-23,2019-10-23 20:08:57,Pharmacy Floor 0,Pharmacy EAV-BE002,EAV-BE002,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BE002_FLOW_ALARM_BV,,omit,Bool
1547,Pharmacy Cooling Plant CH-3 Pharmacy Hydronic Systems CHLR3_SYS_FAULT_BV Pharmacy CHLR3_SYS_FAULT_BV,@p:ubcv:r:236c8a09-1b37b82c Pharmacy Cooling Plant CH-3 CHLR3_SYS_FAULT_BV,2020-01-06,2020-01-06 17:32:31,Pharmacy Hydronic Systems,Pharmacy Cooling Plant CH-3,Cooling Plant CH-3,CHLR3_SYS_FAULT_BV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHLR3_SYS_FAULT_BV,,_,Bool
1548,Pharmacy Rm 3325 VAV-3S046 Pharmacy Floor 3 Discharge Air Damper Open Cmd Pharmacy VAV_3S046_Dmp_Open,@p:ubcv:r:2391c5dd-219f8751 Pharmacy Rm 3325 VAV-3S046 VAV_3S046_Dmp_Open,2020-01-07,2020-01-07 21:50:56,Pharmacy Floor 3,Pharmacy Rm 3325 VAV-3S046,Rm 3325 VAV-3S046,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S046_Dmp_Open,,omit,Bool
1549,Pharmacy Heating Plant P-8A Pharmacy Hydronic Systems Alarm Pharmacy HTREJ_P8A_AL,@p:ubcv:r:236c8fec-624915f3 Pharmacy Heating Plant P-8A HTREJ_P8A_AL,2018-12-20,2018-12-20 20:32:50,Pharmacy Hydronic Systems,Pharmacy Heating Plant P-8A,Heating Plant P-8A,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,HTREJ_P8A_AL,,_,Bool
1550,Pharmacy Windows Pharmacy Floor 5 L5_W_OPW_CLOSE Pharmacy L5_W_OPW_CLOSE,@p:ubcv:r:236c8c5b-bfce23d8 Pharmacy Windows L5_W_OPW_CLOSE,2019-11-06,2019-11-06 15:44:20,Pharmacy Floor 5,Pharmacy Windows,Windows,L5_W_OPW_CLOSE,@p:ubcv:r:20545206-9300bfc5 Pharmacy,L5_W_OPW_CLOSE,,_,Bool
1551,Pharmacy LEF-1 Pharmacy Air Systems EF1_LAG_FAN_FAULT Pharmacy EF1_LAG_FAN_FAULT,@p:ubcv:r:236c8a6b-3d25ca96 Pharmacy LEF-1 EF1_LAG_FAN_FAULT,2020-01-08,2020-01-08 19:49:59,Pharmacy Air Systems,Pharmacy LEF-1,LEF-1,EF1_LAG_FAN_FAULT,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF1_LAG_FAN_FAULT,,omit,Bool
1552,Pharmacy Elec Submeters LEED-6N6LE1 Pharmacy Utilities 6N6LE1_3_6J1 Pharmacy 6N6LE1_3_6J1,@p:ubcv:r:25fce5c3-2ad3a07d Pharmacy Elec Submeters LEED-6N6LE1 6N6LE1_3_6J1,2020-03-12,2020-03-12 13:00:00,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6N6LE1,Elec Submeters LEED-6N6LE1,6N6LE1_3_6J1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6N6LE1_3_6J1,,omit,Bool
1553,Pharmacy AHU-01 SF Pharmacy Air Systems AHU1_SF_VFD_COMM_ALRM_GV Pharmacy AHU1_SF_VFD_COMM_ALRM_GV,@p:ubcv:r:236c8a99-a5620277 Pharmacy AHU-01 SF AHU1_SF_VFD_COMM_ALRM_GV,2019-09-20,2019-09-20 07:29:23,Pharmacy Air Systems,Pharmacy AHU-01 SF,AHU-01 SF,AHU1_SF_VFD_COMM_ALRM_GV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU1_SF_VFD_COMM_ALRM_GV,,_,Bool
1554,Pharmacy Rm B401b EAV-BS006 Pharmacy Floor 0 Exhaust Air Flow Alarm Pharmacy BS006_EXH_FLOW_AL_BV,@p:ubcv:r:236c8a41-a816ce24 Pharmacy Rm B401b EAV-BS006 BS006_EXH_FLOW_AL_BV,2019-03-19,2019-03-19 15:44:02,Pharmacy Floor 0,Pharmacy Rm B401b EAV-BS006,Rm B401b EAV-BS006,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS006_EXH_FLOW_AL_BV,,_,Bool
1555,Pharmacy Rm 5120 VAV-5S041 Pharmacy Floor 5 Discharge Air Damper Open Cmd Pharmacy VAV_5S041_Dmp_Open,@p:ubcv:r:236c8cea-27a5c5e2 Pharmacy Rm 5120 VAV-5S041 VAV_5S041_Dmp_Open,2020-01-07,2020-01-07 18:47:07,Pharmacy Floor 5,Pharmacy Rm 5120 VAV-5S041,Rm 5120 VAV-5S041,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_5S041_Dmp_Open,,_,Bool
1556,Pharmacy Rm 4202 VAV-4S016 Pharmacy Floor 4 Flow Alarm Pharmacy 4S016_FLOW_ALARM_BV,@p:ubcv:r:236c8a03-75895b35 Pharmacy Rm 4202 VAV-4S016 4S016_FLOW_ALARM_BV,2019-11-30,2019-11-30 15:47:54,Pharmacy Floor 4,Pharmacy Rm 4202 VAV-4S016,Rm 4202 VAV-4S016,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,4S016_FLOW_ALARM_BV,,_,Bool
1557,Pharmacy Rm B710b EAV-BS058 Pharmacy Floor 0 Exhaust Air Flow Alarm Pharmacy BS058_EXH_FLOW_AL_BV,@p:ubcv:r:236c8a40-be4ced78 Pharmacy Rm B710b EAV-BS058 BS058_EXH_FLOW_AL_BV,2019-03-19,2019-03-19 15:53:39,Pharmacy Floor 0,Pharmacy Rm B710b EAV-BS058,Rm B710b EAV-BS058,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS058_EXH_FLOW_AL_BV,,omit,Bool
1558,Pharmacy Heating Plant HX-3 Pharmacy Hydronic Systems Alarm Pharmacy HX3_P3_LEAD_PUMP_FAIL_AL_BV,@p:ubcv:r:236c8feb-48235d22 Pharmacy Heating Plant HX-3 HX3_P3_LEAD_PUMP_FAIL_AL_BV,2018-12-20,2018-12-20 20:32:53,Pharmacy Hydronic Systems,Pharmacy Heating Plant HX-3,Heating Plant HX-3,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,HX3_P3_LEAD_PUMP_FAIL_AL_BV,,_,Bool
1559,Pharmacy Rm 2101 VAV-2S026 Pharmacy Floor 2 Discharge Air Damper Close Cmd Pharmacy VAV_2S026_Dmp_Close,@p:ubcv:r:2391bb8b-479f05cb Pharmacy Rm 2101 VAV-2S026 VAV_2S026_Dmp_Close,2020-01-07,2020-01-07 21:48:26,Pharmacy Floor 2,Pharmacy Rm 2101 VAV-2S026,Rm 2101 VAV-2S026,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S026_Dmp_Close,,omit,Bool
1560,Pharmacy Rm 5202 EAV-5E067 Pharmacy Floor 5 Flow Alarm Pharmacy 5E067_FLOW_ALARM_BV,@p:ubcv:r:236c8a04-d9679154 Pharmacy Rm 5202 EAV-5E067 5E067_FLOW_ALARM_BV,2020-01-15,2020-01-15 23:51:54,Pharmacy Floor 5,Pharmacy Rm 5202 EAV-5E067,Rm 5202 EAV-5E067,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5E067_FLOW_ALARM_BV,,_,Bool
1561,Pharmacy Heating Plant BLR-3 Pharmacy Hydronic Systems Pump Enable Cmd Pharmacy BLR_PB3_ENAB,@p:ubcv:r:236c8acd-f2929e8d Pharmacy Heating Plant BLR-3 BLR_PB3_ENAB,2020-01-07,2020-01-07 16:13:28,Pharmacy Hydronic Systems,Pharmacy Heating Plant BLR-3,Heating Plant BLR-3,Pump Enable Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BLR_PB3_ENAB,,_,Bool
1562,Pharmacy Rm 2104 VAV-2S004 Pharmacy Floor 2 Discharge Air Damper Open Cmd Pharmacy VAV_2S004_Dmp_Open,@p:ubcv:r:2391bbd7-d18c8137 Pharmacy Rm 2104 VAV-2S004 VAV_2S004_Dmp_Open,2020-01-07,2020-01-07 17:38:40,Pharmacy Floor 2,Pharmacy Rm 2104 VAV-2S004,Rm 2104 VAV-2S004,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S004_Dmp_Open,,omit,Bool
