,index,id,groupRefclean,equipRefclean,siteRef,navName_x,bmsName,unit_x,kind,0
5128,6591,@p:ubcv:r:236c8a03-9b3f5c30 Pharmacy Rm 6206 EAV-6E016 6E016_JAM_ALARM_BV,Pharmacy Floor 6,Pharmacy Rm 6206 EAV-6E016,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,6E016_JAM_ALARM_BV,,Bool,
5129,6592,@p:ubcv:r:236c8a4c-643adf49 Pharmacy Rm B025 EAV-BS086 BS086_AVG_ROOM_RT,Pharmacy Floor 0,Pharmacy Rm B025 EAV-BS086,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,BS086_AVG_ROOM_RT,°C,Number,
5130,6593,@p:ubcv:r:236c8acc-588a2adc Pharmacy Heating Plant HX-1 HX1_FREEZE_PROT,Pharmacy Hydronic Systems,Pharmacy Heating Plant HX-1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,HX1_FREEZE_PROT,HX1_FREEZE_PROT,,Bool,
5131,6594,@p:ubcv:r:2391c0fc-442358e7 Pharmacy Rm 1050 FC-107 FCU_107_RT_SP,Pharmacy Floor 1,Pharmacy Rm 1050 FC-107,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,FCU_107_RT_SP,°C,Number,
5132,6595,@p:ubcv:r:2391c8b2-f3e48972 Pharmacy Rm 4606 RAD-4-11 RZ4_11_RT_SP,Pharmacy Floor 4,Pharmacy Rm 4606 RAD-4-11,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,RZ4_11_RT_SP,°C,Number,
5133,6596,@p:ubcv:r:2391c7cc-0173813f Pharmacy Rm Corr FC-406 FCU_406_CCV,Pharmacy Floor 4,Pharmacy Rm Corr FC-406,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Cooling Valve Cmd,FCU_406_CCV,%,Number,
5134,6597,@p:ubcv:r:2391bf5d-7408923c Pharmacy Unsorted Points VAV_BSMT_INT_SW_HCV,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,VAV_BSMT_INT_SW_HCV,%,Number,
5135,6598,@p:ubcv:r:236c89d4-b732207b Pharmacy Heating Plant SBLR-5 PHARM_SB5_WATER_TEMP_SHELL,Pharmacy Hydronic Systems,Pharmacy Heating Plant SBLR-5,@p:ubcv:r:20545206-9300bfc5 Pharmacy,PHARM_SB5_WATER_TEMP_SHELL,PHARM_SB5_WATER_TEMP_SHELL,°F,Number,
5136,6599,@p:ubcv:r:236c8a40-3cd42398 Pharmacy Rm B407a EAV-BS062 BS062_OFFSET_SP(L/S),Pharmacy Floor 0,Pharmacy Rm B407a EAV-BS062,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS062_OFFSET_SP(L/S),BS062_OFFSET_SP(L/S),L/s,Number,
5137,6600,@p:ubcv:r:2391cb3f-b1279511 Pharmacy Rm 6304 FC-614 FCU_614_NSB_HTG_BV,Pharmacy Floor 6,Pharmacy Rm 6304 FC-614,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_614_NSB_HTG_BV,FCU_614_NSB_HTG_BV,,Bool,
5138,6602,@p:ubcv:r:2391ca4a-b9970d25 Pharmacy Rm 5527 RAD-5-06 RZ5_06_SLAB_T1,Pharmacy Floor 5,Pharmacy Rm 5527 RAD-5-06,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ5_06_SLAB_T1,°C,Number,
5139,6603,@p:ubcv:r:236c89f8-c3276f2f Pharmacy Rm 5302a VAV-5S058 5S058_5E022_SUP_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5302a VAV-5S058,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow Alarm,5S058_5E022_SUP_JAM_ALARM_BV,,Bool,
5140,6605,@p:ubcv:r:236c8fec-4972b041 Pharmacy CRAH System CRAH-5 CRAH5_RT_SP,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-5,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,CRAH5_RT_SP,°C,Number,
5141,6606,@p:ubcv:r:236c8fec-9306b580 Pharmacy Heating Plant P-4A P4A HTREJ_P4A_SPD_FB,Pharmacy Hydronic Systems,Pharmacy Heating Plant P-4A,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Pump Speed ,HTREJ_P4A_SPD_FB,%,Number,
5142,6607,@p:ubcv:r:236c8bde-4d80593b Pharmacy Rm 6120 VAV-6S067 VAV_6S067_DP,Pharmacy Floor 6,Pharmacy Rm 6120 VAV-6S067,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_6S067_DP,Pa,Number,
5143,6608,@p:ubcv:r:2391c7e4-9c4f4481 Pharmacy Rm 4323 RAD-4-17 RZ4_17_SLAB_T1,Pharmacy Floor 4,Pharmacy Rm 4323 RAD-4-17,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ4_17_SLAB_T1,°C,Number,
5144,6609,@p:ubcv:r:236c8a98-65127b25 Pharmacy AHU-02 AHU2_HILIM_PRES_SP,Pharmacy Air Systems,Pharmacy AHU-02,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Max Pressure Sp,AHU2_HILIM_PRES_SP,Pa,Number,
5145,6610,@p:ubcv:r:236c8a03-dec2404a Pharmacy Rm B210 EAV-BS094 BS094_JAM_ALARM_BV,Pharmacy Floor 0,Pharmacy Rm B210 EAV-BS094,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,BS094_JAM_ALARM_BV,,Bool,
5146,6611,@p:ubcv:r:236c8a03-1ba8f928 Pharmacy Rm B409b EAV-BE094 BE094_JAM_ALARM_BV,Pharmacy Floor 0,Pharmacy Rm B409b EAV-BE094,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,BE094_JAM_ALARM_BV,,Bool,
5147,6612,@p:ubcv:r:226cf1e9-10e2e0ba Pharmacy Cooling Plant P-7B CHWP_P7B_VFD_PWR(AT)_DAILY_TL,Pharmacy Hydronic Systems,Pharmacy Cooling Plant P-7B,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHWP_P7B_VFD_PWR(AT)_DAILY_TL,CHWP_P7B_VFD_PWR(AT)_DAILY_TL,_,Number,
5148,6613,@p:ubcv:r:236c8a03-080536e4 Pharmacy Rm 6308 VAV-6S052 6S052_JAM_ALARM_BV,Pharmacy Floor 6,Pharmacy Rm 6308 VAV-6S052,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,6S052_JAM_ALARM_BV,,Bool,
5149,6614,@p:ubcv:r:236c8a37-fd7c7d37 Pharmacy Elec Submeters LEED-6NBLW1 6NBLW1_EnergyPosSum,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6NBLW1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6NBLW1_EnergyPosSum,6NBLW1_EnergyPosSum,kWh,Number,
5150,6615,@p:ubcv:r:236c8a57-5c021be3 Pharmacy LEF-2 EF2_CHWST_HRV_SP,Pharmacy Air Systems,Pharmacy LEF-2,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Chilled Water Temp Sp,EF2_CHWST_HRV_SP,°C,Number,
5151,6616,@p:ubcv:r:2391c411-1f5112d9 Pharmacy Rm 2321 FC-202 FCU_202_RT_SP,Pharmacy Floor 2,Pharmacy Rm 2321 FC-202,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,FCU_202_RT_SP,°C,Number,
5152,6617,@p:ubcv:r:2391b8f2-d83a44e5 Pharmacy Rm 1010 RAD-1-01 RZ1_01_SLAB_T2,Pharmacy Floor 1,Pharmacy Rm 1010 RAD-1-01,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ1_01_SLAB_T2,°C,Number,
5153,6619,@p:ubcv:r:2391be1d-04e60258 Pharmacy Rm Corr FC-511 FCU_511_RT,Pharmacy Floor 5,Pharmacy Rm Corr FC-511,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,FCU_511_RT,°C,Number,
5154,6621,@p:ubcv:r:236c89f1-de180568 Pharmacy Rm 5206 EAV-5E038 5E038_SASH_OPEN_PERCENT,Pharmacy Floor 5,Pharmacy Rm 5206 EAV-5E038,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5E038_SASH_OPEN_PERCENT,5E038_SASH_OPEN_PERCENT,%,Number,
5155,6622,@p:ubcv:r:2391c91b-a54a737b Pharmacy Rm 4625 RAD-4-07 RZ4_07_SLAB_T2,Pharmacy Floor 4,Pharmacy Rm 4625 RAD-4-07,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ4_07_SLAB_T2,°C,Number,
5156,6623,@p:ubcv:r:2391c325-d322c482 Pharmacy Rm 2340 VAV-2S010 VAV_2S010_DP,Pharmacy Floor 2,Pharmacy Rm 2340 VAV-2S010,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_2S010_DP,Pa,Number,
5157,6624,@p:ubcv:r:2391c794-774c6b5d Pharmacy Rm 4307 FC-402 FCU_402_CCV,Pharmacy Floor 4,Pharmacy Rm 4307 FC-402,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Cooling Valve Cmd,FCU_402_CCV,%,Number,
5158,6625,@p:ubcv:r:236c8a08-95d12896 Pharmacy Unsorted Points AHU_CLG_DEMAND,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Cooling Demand,AHU_CLG_DEMAND,%,Number,
5159,6626,@p:ubcv:r:236c89e6-1c152468 Pharmacy Rm B502 EAV-BS036 BS036_EXH_OVRD_AV,Pharmacy Floor 0,Pharmacy Rm B502 EAV-BS036,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS036_EXH_OVRD_AV,BS036_EXH_OVRD_AV,%,Number,
5160,6627,@p:ubcv:r:236c8ae6-1741fa0b Pharmacy AHU-13 AHU13_SF_VFD_FLOW(L/S)_TL,Pharmacy Air Systems,Pharmacy AHU-13,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow,AHU13_SF_VFD_FLOW(L/S)_TL,L/s,Number,
5161,6628,@p:ubcv:r:2391c53c-09b7fe76 Pharmacy FC-311 FCU_311_S,Pharmacy Floor 3,Pharmacy FC-311,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Run ,FCU_311_S,A,Number,
5162,6631,@p:ubcv:r:236c8a38-e5d49528 Pharmacy Elec Submeters LEED-6ETLE1 6ETLE1_EnergyPosSumNR,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6ETLE1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6ETLE1_EnergyPosSumNR,6ETLE1_EnergyPosSumNR,kWh,Number,
5163,6632,@p:ubcv:r:236c901a-046e916b Pharmacy FC-B09 FCU_B09_S,Pharmacy Floor 0,Pharmacy FC-B09,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_B09_S,FCU_B09_S,A,Number,
5164,6633,@p:ubcv:r:236c89f7-df1ac2b0 Pharmacy Rm 6203c VAV-6S026 6S026_6E033_EXH_JAM_ALARM_BV,Pharmacy Floor 6,Pharmacy Rm 6203c VAV-6S026,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow Alarm,6S026_6E033_EXH_JAM_ALARM_BV,,Bool,
5165,6634,@p:ubcv:r:236c8a38-343dbec0 Pharmacy Elec Submeters LEED-6NBMW1 6NBMW1_EnergyPosSumNR,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6NBMW1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6NBMW1_EnergyPosSumNR,6NBMW1_EnergyPosSumNR,kWh,Number,
5166,6636,@p:ubcv:r:2391c38e-420bf808 Pharmacy Rm 2325 VAV-2S029 VAV_2S029_DMP,Pharmacy Floor 2,Pharmacy Rm 2325 VAV-2S029,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Damper Cmd,VAV_2S029_DMP,%,Number,
5167,6637,@p:ubcv:r:2391c901-e5b19c8c Pharmacy Rm 4621 RAD-4-08 RZ4_08_HWRT,Pharmacy Floor 4,Pharmacy Rm 4621 RAD-4-08,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Hot Water Temp,RZ4_08_HWRT,°C,Number,
5168,6638,@p:ubcv:r:236c89db-cf3f85e7 Pharmacy Rm B604c EAV-BS043 BS043_ROOM_RH,Pharmacy Floor 0,Pharmacy Rm B604c EAV-BS043,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Humidity,BS043_ROOM_RH,%RH,Number,
5169,6639,@p:ubcv:r:236c8a6c-d6848517 Pharmacy AHU-17 AHU17_AVG_RH,Pharmacy Air Systems,Pharmacy AHU-17,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Humidity,AHU17_AVG_RH,%RH,Number,
5170,6640,@p:ubcv:r:236c8a37-a0c500dc Pharmacy Elec Submeters LEED-LV-PB LV-PB_Instant_Power,Pharmacy Utilities,Pharmacy Elec Submeters LEED-LV-PB,@p:ubcv:r:20545206-9300bfc5 Pharmacy,LV-PB_Instant_Power,LV-PB_Instant_Power,W,Number,
5171,6641,@p:ubcv:r:2391c1d2-880d5435 Pharmacy Rm 2342 VAV-2S032 VAV_2S032_HCV,Pharmacy Floor 2,Pharmacy Rm 2342 VAV-2S032,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,VAV_2S032_HCV,%,Number,
5172,6642,@p:ubcv:r:236c8a38-d0f802b3 Pharmacy Elec Submeters LEED-LV-PA LV-PA_EnergyPosSumNR,Pharmacy Utilities,Pharmacy Elec Submeters LEED-LV-PA,@p:ubcv:r:20545206-9300bfc5 Pharmacy,LV-PA_EnergyPosSumNR,LV-PA_EnergyPosSumNR,kWh,Number,
5173,6643,@p:ubcv:r:2391c062-028d8944 Pharmacy FF-102 FF_102_RT_SP,Pharmacy Floor 1,Pharmacy FF-102,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,FF_102_RT_SP,°C,Number,
5174,6646,@p:ubcv:r:236c8a4d-6c465678 Pharmacy Rm B710a EAV-BS056 BS056_AVG_ROOM_RT,Pharmacy Floor 0,Pharmacy Rm B710a EAV-BS056,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,BS056_AVG_ROOM_RT,°C,Number,
5175,6647,@p:ubcv:r:236c8a1d-c3a99244 Pharmacy Elec Submeters LEED-TBIRD_PARK_S2 TBIRD_PARK_S2_Voltage_C_N,Pharmacy Utilities,Pharmacy Elec Submeters LEED-TBIRD_PARK_S2,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Voltage C,TBIRD_PARK_S2_Voltage_C_N,V,Number,
5176,6649,@p:ubcv:r:236c8c6e-ab91e376 Pharmacy Rm 5110 VAV-5S017 VAV_5S017_CO2_SP,Pharmacy Floor 5,Pharmacy Rm 5110 VAV-5S017,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Co2 Sp,VAV_5S017_CO2_SP,ppm,Number,
5177,6650,@p:ubcv:r:236c8eac-6cf9294b Pharmacy Rm 3101 VAV-3S029 VAV_3S029_RT_AV,Pharmacy Floor 3,Pharmacy Rm 3101 VAV-3S029,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,VAV_3S029_RT_AV,°C,Number,
5178,6651,@p:ubcv:r:236c8ab6-af26307b Pharmacy Heating Plant SBLR-1 SB1_2_FGAS_ECON_SWT,Pharmacy Hydronic Systems,Pharmacy Heating Plant SBLR-1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,SB1_2_FGAS_ECON_SWT,SB1_2_FGAS_ECON_SWT,°C,Number,
5179,6652,@p:ubcv:r:236c8acd-aefdd60a Pharmacy Heating Plant BLR-2 BLR2_RWT,Pharmacy Hydronic Systems,Pharmacy Heating Plant BLR-2,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Hot Water Temp,BLR2_RWT,°C,Number,
5180,6653,@p:ubcv:r:236c8b27-ed0a6eaa Pharmacy FC-R06 FCU_R06_RT,Pharmacy Roof,Pharmacy FC-R06,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,FCU_R06_RT,°C,Number,
5181,6654,@p:ubcv:r:236c8a41-024d6c32 Pharmacy Rm B411 EAV-BS075 BS075_AVG_ROOM_RT,Pharmacy Floor 0,Pharmacy Rm B411 EAV-BS075,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,BS075_AVG_ROOM_RT,°C,Number,
5182,6656,@p:ubcv:r:2391c5a7-6298f780 Pharmacy Rm 3340 VAV-3S004 VAV_3S004_RT_SP,Pharmacy Floor 3,Pharmacy Rm 3340 VAV-3S004,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,VAV_3S004_RT_SP,°C,Number,
5183,6657,@p:ubcv:r:236c8a02-a14822a0 Pharmacy Unsorted Points 5E014A_JAM_ALARM_BV,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5E014A_JAM_ALARM_BV,5E014A_JAM_ALARM_BV,,Bool,
5184,6660,@p:ubcv:r:236c8a40-a281b11d Pharmacy Rm B608 EAV-BS046 BS046_EXH_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B608 EAV-BS046,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS046_EXH_JAM_AL_BV,,Bool,
5185,6661,@p:ubcv:r:2391cae2-cc56d78f Pharmacy Rm 6611 RAD-6-10 RZ6_10_RT,Pharmacy Floor 6,Pharmacy Rm 6611 RAD-6-10,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ6_10_RT,°C,Number,
5186,6662,@p:ubcv:r:236c8d9b-b323e11b Pharmacy Rm 4118 VAV-4S022 VAV_4S022_HCV,Pharmacy Floor 4,Pharmacy Rm 4118 VAV-4S022,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,VAV_4S022_HCV,%,Number,
5187,6665,@p:ubcv:r:236c8fec-0fa1cb52 Pharmacy CRAH System CRAH-5 CRAH5_RT,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-5,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,CRAH5_RT,°C,Number,
5188,6666,@p:ubcv:r:2391cac3-4a3196b7 Pharmacy Rm 6603 RAD-6-12 RZ6_12_SLAB_T1,Pharmacy Floor 6,Pharmacy Rm 6603 RAD-6-12,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ6_12_SLAB_T1,°C,Number,
5189,6669,@p:ubcv:r:236c8a6c-44d256a5 Pharmacy AHU-18 AHU18_MAD,Pharmacy Air Systems,Pharmacy AHU-18,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Mixed Air Damper Cmd,AHU18_MAD,%,Number,
5190,6670,@p:ubcv:r:236c8a40-b186e32d Pharmacy Rm B411 EAV-BS055 BS055_AVG_ROOM_RT,Pharmacy Floor 0,Pharmacy Rm B411 EAV-BS055,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,BS055_AVG_ROOM_RT,°C,Number,
5191,6671,@p:ubcv:r:236c8a08-7ae0c1f3 Pharmacy Cooling Plant Chiller System CHLR_CHWST_SP_AV,Pharmacy Hydronic Systems,Pharmacy Cooling Plant Chiller System,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Leaving Chilled Water Temp Sp,CHLR_CHWST_SP_AV,°C,Number,
5192,6672,@p:ubcv:r:236c8a4d-a898499c Pharmacy Rm B204b EAV-BS012 BS012_AVG_ROOM_RT,Pharmacy Floor 0,Pharmacy Rm B204b EAV-BS012,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,BS012_AVG_ROOM_RT,°C,Number,
5193,6673,@p:ubcv:r:236c89db-6f3c93da Pharmacy B405c VAV-BE010 BS009_PRIMARY_PRES,Pharmacy Floor 0,Pharmacy B405c VAV-BE010,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Pressure,BS009_PRIMARY_PRES,Pa,Number,
5194,6674,@p:ubcv:r:236c89dc-1a36bcbe Pharmacy Rm B504 EAV-BS037 BS037_PRIMARY_PRES,Pharmacy Floor 0,Pharmacy Rm B504 EAV-BS037,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Pressure,BS037_PRIMARY_PRES,Pa,Number,
5195,6675,@p:ubcv:r:236c8a38-138aaeac Pharmacy Elec Submeters LEED-LV-DCA LV-DCA_CurrentB,Pharmacy Utilities,Pharmacy Elec Submeters LEED-LV-DCA,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Current B,LV-DCA_CurrentB,A,Number,
5196,6676,@p:ubcv:r:2391c794-9d9dd5de Pharmacy Rm Corr FC-407 FCU_407_S,Pharmacy Floor 4,Pharmacy Rm Corr FC-407,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Run ,FCU_407_S,A,Number,
5197,6677,@p:ubcv:r:236c8ab6-d4c254f8 Pharmacy EF-24 EF_24_VFD_HZ_FB,Pharmacy Air Systems,Pharmacy EF-24,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_24_VFD_HZ_FB,EF_24_VFD_HZ_FB,Hz,Number,
5198,6678,@p:ubcv:r:2391c58a-5e2ec457 Pharmacy Rm 3340b VAV-3S041 VAV_3S041_RT_SP,Pharmacy Floor 3,Pharmacy Rm 3340b VAV-3S041,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,VAV_3S041_RT_SP,°C,Number,
5199,6679,@p:ubcv:r:2391c53c-67954ee9 Pharmacy FC-311 FCU_311_RT_SP,Pharmacy Floor 3,Pharmacy FC-311,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,FCU_311_RT_SP,°C,Number,
5200,6680,@p:ubcv:r:236c8fd4-5fa81c6f Pharmacy AHU-06 AHU6_HILIM_IN,Pharmacy Air Systems,Pharmacy AHU-06,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU6_HILIM_IN,AHU6_HILIM_IN,,Bool,
5201,6683,@p:ubcv:r:236c8a99-65c7bc16 Pharmacy AHU-01 AHU1_CHWST,Pharmacy Air Systems,Pharmacy AHU-01,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Leaving Chilled Water Temp,AHU1_CHWST,°C,Number,
5202,6684,@p:ubcv:r:2391c7ba-34ea934a Pharmacy Unsorted Points O2_5108_LO_O2_BV,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,O2_5108_LO_O2_BV,O2_5108_LO_O2_BV,,Bool,
5203,6685,@p:ubcv:r:236c8a03-94083f2c Pharmacy Rm 6312 VAV-6S064 6S064_JAM_ALARM_BV,Pharmacy Floor 6,Pharmacy Rm 6312 VAV-6S064,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,6S064_JAM_ALARM_BV,,Bool,
5204,6686,@p:ubcv:r:236c89e7-bc2d4f1f Pharmacy Rm B506 EAV-BS038 BS038_OFFSET_SP(L/S),Pharmacy Floor 0,Pharmacy Rm B506 EAV-BS038,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS038_OFFSET_SP(L/S),BS038_OFFSET_SP(L/S),L/s,Number,
5205,6687,@p:ubcv:r:236c89db-19c80aa6 Pharmacy B405b VAV-BE010 BS010_ROOM_DIFF_AFLW,Pharmacy Floor 0,Pharmacy B405b VAV-BE010,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS010_ROOM_DIFF_AFLW,BS010_ROOM_DIFF_AFLW,L/s,Number,
5206,6689,@p:ubcv:r:236c8ab7-8391577e Pharmacy AHU-15 AHU15_HILIM_DIS,Pharmacy Air Systems,Pharmacy AHU-15,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU15_HILIM_DIS,AHU15_HILIM_DIS,,Bool,
5207,6691,@p:ubcv:r:2391bfa9-b36419e8 Pharmacy EF-B01 EF_B01_S,Pharmacy Air Systems,Pharmacy EF-B01,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_B01_S,EF_B01_S,A,Number,
5208,6692,@p:ubcv:r:236c8a4d-7028dbea Pharmacy Rm B501a EAV-BS051 BS051_AVG_ROOM_RT,Pharmacy Floor 0,Pharmacy Rm B501a EAV-BS051,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,BS051_AVG_ROOM_RT,°C,Number,
5209,6693,@p:ubcv:r:236c89f0-942379e3 Pharmacy Rm 4103 VAV-4S048 4S048_AVG_SPACE_TEMP_AV,Pharmacy Floor 4,Pharmacy Rm 4103 VAV-4S048,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,4S048_AVG_SPACE_TEMP_AV,°C,Number,
5210,6695,@p:ubcv:r:236c89db-bc1d35e7 Pharmacy Rm B608 EAV-BE030 BE030_EXH_VLV_FLW_FB,Pharmacy Floor 0,Pharmacy Rm B608 EAV-BE030,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow,BE030_EXH_VLV_FLW_FB,%,Number,
5211,6696,@p:ubcv:r:2391bd7e-f75834c9 Pharmacy Rm 3202 VAV-3S013 VAV_3S013_DP,Pharmacy Floor 3,Pharmacy Rm 3202 VAV-3S013,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_3S013_DP,Pa,Number,
5212,6699,@p:ubcv:r:2391cb7f-7a7aadfe Pharmacy FC-R05 FCU_R05_HCV,Pharmacy Roof,Pharmacy FC-R05,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,FCU_R05_HCV,%,Number,
5213,6700,@p:ubcv:r:2391c662-dba592ec Pharmacy Rm 3321 RAD-3-10 RZ3_10_RT_SP,Pharmacy Floor 3,Pharmacy Rm 3321 RAD-3-10,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,RZ3_10_RT_SP,°C,Number,
5214,6701,@p:ubcv:r:20d5db89-0afcef9f Pharmacy AHU-07 AHU7_SAT,Pharmacy Air Systems,Pharmacy AHU-07,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Temp,AHU7_SAT,°C,Number,
5215,6702,@p:ubcv:r:236c8ae6-a7d8c356 Pharmacy HW Submeters FM-3 FM3_BTU_EF4_ENERGY(AT)_DAILY_TL,Pharmacy Utilities,Pharmacy HW Submeters FM-3,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FM3_BTU_EF4_ENERGY(AT)_DAILY_TL,FM3_BTU_EF4_ENERGY(AT)_DAILY_TL,_,Number,
5216,6703,@p:ubcv:r:236c8a03-23fcca0f Pharmacy Rm 4311 VAV-4S047 4S047_FLOW_ALARM_BV,Pharmacy Floor 4,Pharmacy Rm 4311 VAV-4S047,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,4S047_FLOW_ALARM_BV,,Bool,
5217,6704,@p:ubcv:r:2391bcf8-21df888d Pharmacy Rm 3202 VAV-3S016 VAV_3S016_MOTION,Pharmacy Floor 3,Pharmacy Rm 3202 VAV-3S016,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Occupancy Sensor,VAV_3S016_MOTION,,Bool,
